classname;" ""numberOfBugs""";" ""CvsEntropy"" ";" ""CvsWEntropy"" ";" ""CvsLinEntropy"" ";" ""CvsLogEntropy"" ";" ""CvsExpEntropy"""
org::eclipse::jdt::internal::core::util::BindingKeyResolver;0;278.349; 0.126085 ; 0.192313 ;864.791; 0.320171
org::eclipse::jdt::internal::compiler::ast::CharLiteral;0;718.983; 0.00279656 ; 0.0119696 ; 0.174975 ; 0.00318449
org::eclipse::jdt::internal::codeassist::impl::AssistParser;0;218.696; 0.0492549 ; 0.182267 ;849.381; 0.306668
org::eclipse::jdt::internal::core::ImportDeclaration;0;978.944; 0.00554512 ; 0.0130494 ; 0.226223 ; 0.00118421
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration;0;51.154; 0.00238599 ; 0.00769445 ; 0.121597 ; 0.00113041
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleNameReference;0;952.046; 0.00540264 ; 0.136956 ;813.496; 0.199171
org::eclipse::jdt::internal::core::Initializer;0;873.596; 0.00575968 ; 0.134499 ;81.114; 0.198199
org::eclipse::jdt::core::dom::rewrite::ASTRewrite;1;223.224; 0.0600046 ; 0.184584 ;85.032; 0.27112
org::eclipse::jdt::internal::core::search::indexing::RemoveFromIndex;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::compiler::ast::NameReference;0;693.237; 0.00251643 ; 0.00985736 ; 0.162632 ; 0.00115402
org::eclipse::jdt::core::dom::EnumConstantDeclaration;0;843.242; 0.0124956 ; 0.153579 ;814.429; 0.231202
org::eclipse::jdt::internal::core::search::matching::FieldLocator;1;222.053; 0.032553 ; 0.172122 ;847.539; 0.258686
org::eclipse::jdt::internal::core::SourceField;0;119.865; 0.0129116 ; 0.0170688 ; 0.280853 ; 0.0029218
org::eclipse::jdt::core::dom::DefaultBindingResolver;1;315.924; 0.300283 ; 0.222272 ;878.286; 0.364037
org::eclipse::jdt::internal::compiler::parser::RecoveredLocalVariable;0;543.024; 0.0245148 ; 0.1274 ;803.229; 0.185798
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::formatter::comment::JavaDocLine;0;236.846; 0.0012291 ; 0.00424624 ; 0.058891 ;9.98E+01
org::eclipse::jdt::internal::codeassist::complete::CompletionOnBrankStatementLabel;0;236.846; 0.00205824 ; 0.00424624 ; 0.058891 ;9.98E+01
org::eclipse::jdt::core::dom::QualifiedType;0;678.585; 0.00335055 ; 0.151707 ;810.751; 0.231175
org::eclipse::jdt::internal::core::ReconcileWorkingCopyOperation;0;256.173; 0.0846606 ; 0.167331 ;85.373; 0.232523
org::eclipse::jdt::internal::core::builder::CompilationParticipantResult;0;423.423; 0.00852955 ; 0.00697318 ; 0.103102 ; 0.00109894
org::eclipse::jdt::core::compiler::CompilationParticipant;1;123.914; 0.0316353 ; 0.0316799 ; 0.333686 ; 0.0448123
org::eclipse::jdt::internal::compiler::lookup::MethodBinding;3;326.911; 0.195339 ; 0.201627 ;876.815; 0.324112
org::eclipse::jdt::internal::core::hierarchy::HierarchyResolver;0;277.744; 0.171569 ; 0.201598 ;866.317; 0.366126
org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference;1;264.203; 0.0560375 ; 0.189695 ;860.706; 0.315804
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocMessageSend;0;15.732;6.08E+01; 0.00228336 ; 0.0371667 ;1.77E+01
org::eclipse::jdt::internal::core::search::indexing::AddFolderToIndex;0;39.771; 0.00164464 ; 0.00585268 ; 0.0940532 ;7.57E+01
org::eclipse::jdt::internal::core::BasicCompilationUnit;0;66.689; 0.00932822 ; 0.00865949 ; 0.153373 ;4.46E+01
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding;2;324.393; 0.175505 ; 0.19951 ;87.585; 0.317989
org::eclipse::jdt::internal::compiler::lookup::RawTypeBinding;0;204.542; 0.0405621 ; 0.16674 ;843.262; 0.266276
org::eclipse::jdt::internal::core::SortElementsOperation;0;165.532; 0.113798 ; 0.0306448 ; 0.410094 ; 0.0238794
org::eclipse::jdt::internal::compiler::lookup::CompilationUnitScope;4;302.239; 0.0880495 ; 0.223028 ;875.651; 0.400078
org::eclipse::jdt::core::search::FieldDeclarationMatch;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::core::jdom::DOMException;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::compiler::flow::UnconditionalFlowInfo;0;141.223; 0.44007 ; 0.0246912 ; 0.347632 ; 0.00849129
org::eclipse::jdt::internal::core::util::ConstantValueAttribute;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::codeassist::complete::CompletionOnClassLiteralAccess;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::compiler::batch::FileSystem;0;199.756; 0.125969 ; 0.0864815 ; 0.604506 ; 0.212676
org::eclipse::jdt::internal::compiler::problem::ShouldNotImplement;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::codeassist::complete::CompletionScanner;0;193.371; 0.0884648 ; 0.0336207 ; 0.473575 ; 0.0171919
org::eclipse::jdt::internal::compiler::ast::NumberLiteral;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::eval::CodeSnippetScope;2;207.216; 0.0588535 ; 0.16188 ;842.777; 0.224526
org::eclipse::jdt::internal::codeassist::select::SelectionOnImportReference;0;407.501; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086
org::eclipse::jdt::internal::compiler::codegen::Label;0;891.433; 0.0842206 ; 0.0132603 ; 0.211619 ; 0.00144622
org::eclipse::jdt::internal::compiler::ast::JavadocQualifiedTypeReference;0;176.478; 0.045999 ; 0.165026 ;836.931; 0.272883
org::eclipse::jdt::internal::core::search::matching::JavaSearchPattern;1;171.181; 0.17442 ; 0.0453446 ; 0.456267 ; 0.0985587
org::eclipse::jdt::core::dom::RecoveredVariableBinding;0;238.353; 0.0070591 ; 0.00773332 ; 0.0695092 ; 0.0121332
org::eclipse::jdt::core::CompletionProposal;1;202.197; 0.259526 ; 0.183799 ;846.014; 0.280317
org::eclipse::pde::internal::core::text::toc::TocAnchor;0;371.677; 0.0116199 ; 0.0160982 ; 0.117977 ; 0.0417074
org::eclipse::pde::internal::ui::editor::SystemFileEditorInputFactory;0;641.569; 0.00243687 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveRunObjectAction;0;176.682;5.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::outline::QuickOutlineNamePatternFilter;0;176.682;6.98E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::tests::macro::FocusCommand;0;601.575; 0.00555764 ; 0.0177997 ; 0.167057 ; 0.0373325
org::eclipse::pde::internal::ui::build::ProductExportJob;0;219.852; 0.487638 ; 0.0409818 ; 0.542209 ; 0.0434607
org::eclipse::pde::internal::ui::PDEUIMessages;30;581.518; 0.575244 ; 0.287622 ;564.663; 0.595488
org::eclipse::pde::internal::ui::wizards::tools::ConvertedProjectWizard;0;772.196; 0.00473706 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::ui::correction::OrganizeExportPackageResolution;0;64.354; 0.00661633 ; 0.0172875 ; 0.173563 ; 0.0347422
org::eclipse::pde::internal::ui::views::plugins::JavaSearchOperation;0;451.037; 0.00871249 ; 0.0197511 ; 0.14367 ; 0.0516451
org::eclipse::pde::internal::ui::editor::PDEFormTextEditorContributor;2;763.864; 0.0174392 ; 0.0239307 ; 0.218025 ; 0.0447282
org::eclipse::pde::internal::core::builders::SchemaErrorReporter;0;103.932; 0.0289439 ; 0.0341136 ; 0.300803 ; 0.0684971
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDependency;0;612.275; 0.00547908 ; 0.020705 ; 0.179163 ; 0.04143
org::eclipse::pde::internal::ui::editor::target::ArgumentsSection;0;898.492; 0.0192032 ; 0.0257861 ; 0.249354 ; 0.0451591
org::eclipse::pde::internal::core::product::ArgumentsInfo;0;487.416; 0.0423102 ; 0.013344 ; 0.130918 ; 0.0310698
org::eclipse::pde::internal::core::search::ExtensionPluginSearchScope;0;585.726; 0.0236388 ; 0.0247221 ; 0.184515 ; 0.061849
org::eclipse::ui::internal::views::log::Messages;0;794.205; 0.0098549 ; 0.0457686 ; 0.277405 ; 0.152188
org::eclipse::pde::internal::ui::wizards::plugin::PluginContentPage;4;229.998; 0.191977 ; 0.0844452 ; 0.660711 ; 0.220466
org::eclipse::pde::internal::ui::wizards::ctxhelp::NewCtxHelpOperation;0;0;0;0;0;0
org::eclipse::pde::internal::core::build::Build;0;642.599; 0.00396796 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSItemDetails;0;157.896; 0.212011 ; 0.0445231 ; 0.439259 ; 0.0636045
org::eclipse::pde::internal::runtime::spy::dialogs::SpyDialog;0;896.501; 0.177304 ; 0.0603233 ; 0.329377 ; 0.209759
org::eclipse::pde::internal::ui::build::BuildFeatureAction;0;186.755; 0.0320414 ; 0.0389264 ; 0.472019 ; 0.0534281
org::eclipse::pde::ui::launcher::EquinoxLaunchConfiguration;1;210.216; 0.162209 ; 0.0722067 ; 0.604907 ; 0.1722
org::eclipse::pde::internal::core::exports::FeatureExportInfo;1;598.814; 0.00344743 ; 0.027985 ; 0.189977 ; 0.0871514
org::eclipse::pde::internal::ui::launcher::ProgramBlock;1;111.043; 0.0350077 ; 0.0294145 ; 0.301086 ; 0.0468669
org::eclipse::pde::internal::ui::PDEPlugin;1;221.695; 0.127705 ; 0.0650466 ; 0.608177 ; 0.142486
org::eclipse::pde::internal::core::text::bundle::ExportPackageObject;0;140.182; 0.153476 ; 0.0431189 ; 0.396183 ; 0.0851413
org::eclipse::pde::internal::ui::wizards::product::NewProductFileAction;0;532.582; 0.00301835 ; 0.015453 ; 0.14652 ; 0.0344466
org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesAction;0;318.664; 0.00253204 ; 0.0122967 ; 0.0957854 ; 0.0341758
org::eclipse::pde::internal::ui::tests::macro::NewMacroWizard;0;468.802; 0.00595426 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::editor::feature::PluginSection;0;16.953; 0.107788 ; 0.0361462 ; 0.432626 ; 0.0444842
org::eclipse::pde::internal::core::text::bundle::SingleManifestHeader;0;710.446; 0.0319829 ; 0.0198681 ; 0.194702 ; 0.0377208
org::eclipse::pde::internal::ui::refactoring::ManifestPackageMoveParticipant;0;128.088; 0.0266778 ; 0.0340185 ; 0.34727 ; 0.0555389
org::eclipse::pde::internal::core::plugin::Fragment;0;123.547; 0.0114085 ; 0.0297891 ; 0.324343 ; 0.049381
org::eclipse::pde::internal::ui::editor::site::SiteEditor;1;172.555; 0.038878 ; 0.0380987 ; 0.44291 ; 0.0543633
org::eclipse::pde::internal::core::target::TargetObject;0;609.363; 0.00329454 ; 0.0232348 ; 0.185614 ; 0.0518362
org::eclipse::pde::ui::launcher::MainTab;0;170.132; 0.127028 ; 0.0906105 ; 0.560387 ; 0.227326
org::eclipse::pde::internal::ui::editor::context::XMLDocumentSetupParticpant;0;916.205; 0.00559238 ; 0.0224331 ; 0.240619 ; 0.0410128
org::eclipse::pde::internal::ui::editor::build::JARFileFilter;0;783.167; 0.00405687 ; 0.0182508 ; 0.202284 ; 0.0344576
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceTemplate;0;156.044; 0.00581974 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::core::text::toc::TocLink;0;371.677; 0.0150895 ; 0.0160982 ; 0.117977 ; 0.0417074
org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorSelectionPage;0;936.692; 0.00986558 ; 0.0197926 ; 0.235736 ; 0.0344271
org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader;0;536.088; 0.0112258 ; 0.0176093 ; 0.153661 ; 0.0410516
org::eclipse::pde::internal::ui::wizards::RenameDialog;0;135.092; 0.0461181 ; 0.039444 ; 0.362505 ; 0.100537
org::eclipse::pde::internal::ui::editor::site::SiteInputContext;1;839.741; 0.005304 ; 0.0196272 ; 0.217436 ; 0.0354069
org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromTargetOperation;1;570.432; 0.0031823 ; 0.0167261 ; 0.157991 ; 0.0353891
org::eclipse::pde::internal::ui::refactoring::ResourceMoveParticipant;0;52.122; 0.0144765 ; 0.024863 ; 0.169698 ; 0.0746005
org::eclipse::pde::internal::runtime::MessageHelper;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::plugin::ExtensionContentProvider;0;177.712; 0.00311572 ; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::editor::target::JRESection;0;125.528; 0.0608909 ; 0.0566341 ; 0.389329 ; 0.148516
org::eclipse::pde::internal::ui::editor::plugin::RuntimePage;0;171.566; 0.0269107 ; 0.0359634 ; 0.434798 ; 0.0472794
org::eclipse::pde::internal::ui::editor::actions::HyperlinkAction;0;538.823; 0.01693 ; 0.0191494 ; 0.159697 ; 0.0421158
org::eclipse::pde::internal::ui::wizards::tools::ExtensionPointMappings;0;804.434; 0.00382388 ; 0.0180291 ; 0.205054 ; 0.0343696
org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectFromLaunchOperation;0;441.939; 0.0170584 ; 0.0479936 ; 0.197615 ; 0.128048
org::eclipse::pde::internal::core::text::plugin::PluginAttribute;0;123.849; 0.0642079 ; 0.0339074 ; 0.339617 ; 0.0543606
org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration;0;165.679; 0.0467654 ; 0.0415204 ; 0.440819 ; 0.0673065
org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule;0;176.682;3.24E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::site::SiteObject;0;14.705; 0.0129053 ; 0.0333169 ; 0.37988 ; 0.0501621
org::eclipse::pde::internal::core::variables::TargetOSVariableResolver;0;177.712;1.17E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::editor::product::PluginSection;0;274.268; 0.222613 ; 0.0555872 ; 0.691779 ; 0.0615408
org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate;0;633.209; 0.0169707 ; 0.0229523 ; 0.189626 ; 0.0492202
org::eclipse::pde::internal::core::natures::PluginProject;0;319.695; 0.00148621 ; 0.0118187 ; 0.0949903 ; 0.0312002
org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation;1;218.404; 0.210853 ; 0.0487781 ; 0.563558 ; 0.068871
org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution;0;925.652; 0.0108596 ; 0.0285892 ; 0.262784 ; 0.0537596
org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer;0;4.385; 0.00606564 ; 0.0188731 ; 0.138801 ; 0.0486389
org::eclipse::pde::internal::core::WorkspacePluginModelManager;2;166.538; 0.152424 ; 0.0567706 ; 0.489805 ; 0.109758
org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction;0;433.338; 0.023859 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard;0;184.091; 0.0459401 ; 0.0634261 ; 0.522088 ; 0.170188
org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection;0;178.255; 0.0436149 ; 0.0373687 ; 0.453107 ; 0.0454314
org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName;0;810.954; 0.0185241 ; 0.0229354 ; 0.223317 ; 0.0424798
org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider;0;469.981; 0.0169326 ; 0.0172661 ; 0.140719 ; 0.0394385
org::eclipse::pde::internal::runtime::spy::SpyFormToolkit;0;708.412; 0.0647126 ; 0.0398057 ; 0.244579 ; 0.127607
org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard;0;120.569; 0.0697004 ; 0.0227136 ; 0.295255 ; 0.0344309
org::eclipse::pde::internal::ui::tests::macro::PlaybackAction;0;726.436; 0.00506713 ; 0.0191685 ; 0.19472 ; 0.0373481
org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow;0;176.682;1.75E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard;0;155.592; 0.0195871 ; 0.0318389 ; 0.39123 ; 0.0431759
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard;0;102.202; 0.0121545 ; 0.0206814 ; 0.254429 ; 0.0344335
org::eclipse::pde::internal::core::util::Headers;0;150.465; 0.00154681 ; 0.0041253 ; 0.0418317 ; 0.00433591
org::eclipse::pde::internal::core::site::WorkspaceSiteModel;0;848.552; 0.0318272 ; 0.0192217 ; 0.218306 ; 0.0324314
org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection;0;176.682;6.73E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::util::XMLComponentRegistry;0;177.712; 0.00198627 ; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel;0;441.258; 0.0154475 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::editor::build::SrcSection;0;772.196; 0.00444565 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::core::search::PluginJavaSearchUtil;0;141.511; 0.0224982 ; 0.030134 ; 0.360466 ; 0.0401246
org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader;0;507.878; 0.00796279 ; 0.0144447 ; 0.13901 ; 0.0313983
org::eclipse::pde::internal::ui::editor::site::SiteUndoManager;0;422.329; 0.00333836 ; 0.0127115 ; 0.11579 ; 0.033951
org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode;0;263.545; 0.00572814 ; 0.00896467 ; 0.0779359 ; 0.0154308
org::eclipse::pde::internal::core::plugin::Plugin;0;116.831; 0.00993753 ; 0.0288014 ; 0.308426 ; 0.0492983
org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier;0;177.712;6.23E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction;0;772.196; 0.00282017 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::ui::search::ManifestEditorOpener;0;103.576; 0.0651482 ; 0.0390835 ; 0.309082 ; 0.104285
org::eclipse::pde::internal::core::feature::Feature;0;205.295; 0.0980409 ; 0.0641916 ; 0.570897 ; 0.152313
org::eclipse::pde::internal::core::builders::ElementOccurenceChecker;0;371.865; 0.0493813 ; 0.0134989 ; 0.110538 ; 0.0323967
org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant;0;297.312; 0.00267786 ; 0.0125834 ; 0.09279 ; 0.0349721
org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard;0;156.044;6.65E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::views::dependencies::DependenciesView;2;685.196; 0.0542647 ; 0.0230101 ; 0.200102 ; 0.0450851
org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager;0;256.656; 0.0102665 ; 0.00843875 ; 0.0751441 ; 0.0135788
org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection;0;18.208; 0.185011 ; 0.0372959 ; 0.458825 ; 0.0473298
org::eclipse::pde::internal::ui::launcher::PluginBlock;4;124.581; 0.111078 ; 0.0469926 ; 0.370047 ; 0.123234
org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab;0;443.166; 0.00824204 ; 0.0140646 ; 0.125048 ; 0.0342961
org::eclipse::pde::internal::ui::editor::feature::InfoSection;0;151.921; 0.0808413 ; 0.0368833 ; 0.400782 ; 0.0554278
org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage;1;111.198; 0.0558906 ; 0.0295924 ; 0.301819 ; 0.0478237
org::eclipse::pde::internal::ui::nls::ExternalizeStringsOperation;0;172.562; 0.105731 ; 0.0551561 ; 0.489061 ; 0.120031
org::eclipse::pde::internal::core::text::AbstractKeyValueTextChangeListener;0;453.091; 0.00804301 ; 0.0163445 ; 0.134411 ; 0.0389393
org::eclipse::pde::internal::core::text::bundle::BundleModel;0;118.519; 0.0174869 ; 0.0291747 ; 0.315309 ; 0.0413877
org::eclipse::pde::internal::ui::templates::rcp::IntroTemplate;0;587.009; 0.0394107 ; 0.0222232 ; 0.178441 ; 0.0492627
org::eclipse::pde::internal::core::text::plugin::PluginExtensionNode;0;842.497; 0.0269429 ; 0.0273545 ; 0.243099 ; 0.0532619
org::eclipse::pde::internal::core::text::bundle::ImportPackageObject;0;847.144; 0.0229737 ; 0.0233045 ; 0.231447 ; 0.0417032
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSIntroDetails;0;157.896; 0.107786 ; 0.0445231 ; 0.439259 ; 0.0636045
org::eclipse::pde::internal::ui::correction::DeletePluginBaseResolution;0;0;0;0;0;0
org::eclipse::pde::internal::core::text::bundle::Bundle;0;109.041; 0.0331425 ; 0.02671 ; 0.289278 ; 0.0390316
org::eclipse::pde::internal::ui::compare::PluginStructureViewer;1;310.682; 0.00424976 ; 0.0147289 ; 0.101533 ; 0.0421491
org::eclipse::pde::internal::ui::editor::plugin::BundleInputContext;0;166.473; 0.0201589 ; 0.0289924 ; 0.402197 ; 0.0347774
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCS;0;441.258; 0.10999 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::editor::PDEFormEditorContributor;0;170.697; 0.109004 ; 0.0380708 ; 0.440287 ; 0.0519595
org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction;0;936.692; 0.00585635 ; 0.0197926 ; 0.235736 ; 0.0344271
org::eclipse::pde::internal::core::bundle::BundlePluginModel;0;642.599; 0.00262373 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::ui::refactoring::ManifestTypeMoveParticipant;0;958.809; 0.0404439 ; 0.024989 ; 0.257069 ; 0.0460318
